,player_name,link,club,country,age,position,foot,height,weight,player_id,wages,contract_end,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggression,Anticipation,Bravery,Composure,Concentration,Decisions,Determination,Flair,Leadership,Off the Ball,Positioning,Teamwork,Vision,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,sum_stats,lower_name,name,estimated_value,log_value,cluster,tsne_1,tsne_2,closest_0,closest_1,closest_2,closest_3,closest_4,closest_5,closest_6,closest_7,closest_8,closest_9,index_tracker
549,Matheus Reis,https://fminside.net/players/3-fm-23/19171604-matheus-reis,Sporting CP,Brazil,27.0,"DL, DC, WBLDL, DC, WBL",Left,184 CM,80 KG,19171604.0,"€ 45,003,210","€ 14,720 pw",13.0,13.0,13.0,10.0,14.0,8.0,11.0,12.0,13.0,13.0,14.0,11.0,14.0,15.0,14.0,13.0,12.0,16.0,15.0,14.0,14.0,11.0,7.0,12.0,12.0,12.0,14.0,14.0,13.0,12.0,15.0,12.0,15.0,13.0,14.0,14.0,462.0,matheus-reis,matheus-reis,7712387.965492258,15.858338420735944,2.0,-12.889156,39.17497,dejan-ljubicic,oihan-sancet,matt-doherty,florian-neuhaus,rade-krunic,ruben-loftus-cheek,luis-romo,matheus-nunes,nemanja-maksimovic,saul,572
550,Emerson Royal,https://fminside.net/players/3-fm-23/19325045-emerson-royal,Tottenham Hotspur,Brazil,23.0,"DR, WBRDR, WBR",Right,181 CM,79 KG,19325045.0,"€ 87,000 pw",2026-06-30,12.0,11.0,11.0,12.0,13.0,8.0,11.0,11.0,14.0,13.0,12.0,11.0,14.0,14.0,8.0,12.0,13.0,11.0,12.0,12.0,13.0,12.0,11.0,13.0,12.0,13.0,12.0,16.0,15.0,14.0,13.0,11.0,13.0,15.0,16.0,13.0,447.0,emerson-royal,emerson-royal,9789927.128233884,16.09686457098909,0.0,12.44161,-25.690449,davide-calabria,fran-garcia,elseid-hysaj,hans-hateboer,rick-karsdorp,inigo-lekue,hugo-mallo,matteo-darmian,zeki-celik,matthew-targett,573
551,Charles Aránguiz,https://fminside.net/players/3-fm-23/75001932-charles-aranguiz,Bayer Leverkusen,Chile,33.0,"DM, MCDM, MC",Right,171 CM,69 KG,75001932.0,"€ 95,900 pw",2023-06-30,12.0,13.0,11.0,8.0,14.0,13.0,10.0,11.0,8.0,12.0,15.0,17.0,13.0,15.0,14.0,16.0,14.0,16.0,14.0,15.0,16.0,10.0,12.0,12.0,13.0,18.0,13.0,17.0,10.0,14.0,14.0,7.0,17.0,11.0,16.0,10.0,471.0,charles-aránguiz,charles-aranguiz,4081174.038153448,15.221895259436348,1.0,25.246655,-4.3274407,teun-koopmeiners,david-alaba,hans-vanaken,thomas-muller,andres-guardado,james-milner,danilo-cataldi,sergio-oliveira,granit-xhaka,harry-kane,574
552,Luis Sinisterra,https://fminside.net/players/3-fm-23/76047347-luis-sinisterra,Leeds Utd,Colombia,23.0,"MR, ML, AMR, AMLMR, ML, AMR, AML",Right,172 CM,66 KG,76047347.0,"€ 81,200 pw",2027-06-30,11.0,13.0,16.0,13.0,14.0,13.0,11.0,13.0,2.0,5.0,11.0,6.0,4.0,14.0,10.0,13.0,11.0,12.0,10.0,12.0,13.0,17.0,5.0,13.0,5.0,12.0,10.0,13.0,16.0,16.0,14.0,10.0,17.0,16.0,12.0,9.0,412.0,luis-sinisterra,luis-sinisterra,6381488.789511526,15.668911980686506,3.0,-13.424725,8.930048,roger-guedes,nicolas-pepe,cole-palmer,rodrigo,harvey-barnes,malcom,roland-sallai,adnan-januzaj,ademola-lookman,pedro-neto,575
553,Renato Tapia,https://fminside.net/players/3-fm-23/77029444-renato-tapia,Celta de Vigo,Peru,26.0,"DC, DM, MCDM",Right,185 CM,80 KG,77029444.0,"€ 16,673,680","€ 12,350 pw",9.0,7.0,11.0,8.0,13.0,8.0,13.0,10.0,10.0,14.0,12.0,12.0,15.0,15.0,16.0,14.0,15.0,13.0,15.0,12.0,14.0,12.0,13.0,11.0,15.0,15.0,11.0,17.0,13.0,14.0,13.0,14.0,15.0,13.0,15.0,14.0,461.0,renato-tapia,renato-tapia,8513409.827453585,15.957153105074005,16.0,2.7243505,13.801819,giovanni-di-lorenzo,lisandro-martinez,weston-mckennie,francis-coquelin,ben-davies,eric-dier,yangel-herrera,wataru-endo,reece-james,tommaso-pobega,576
554,Jonathan Rodríguez,https://fminside.net/players/3-fm-23/78062662-jonathan-rodriguez,América,Uruguay,28.0,"AML, STAML, ST",Right,181 CM,78 KG,78062662.0,"€ 21,110 pw",2026-06-30,6.0,10.0,13.0,15.0,14.0,13.0,14.0,12.0,4.0,7.0,11.0,10.0,6.0,13.0,10.0,13.0,12.0,14.0,11.0,9.0,15.0,13.0,9.0,15.0,6.0,10.0,10.0,14.0,16.0,15.0,12.0,11.0,8.0,15.0,11.0,13.0,410.0,jonathan-rodríguez,jonathan-rodriguez,3572225.675297705,15.08869939795754,6.0,-15.649192,27.04367,odion-ighalo,ezequiel-avila,angel-romero,m'bala-nzola,martin-terrier,samuel-lino,randal-kolo-muani,anthony-martial,noni-madueke,kelechi-iheanacho,577
555,Saïd Benrahma,https://fminside.net/players/3-fm-23/48036788-said-benrahma,West Ham,Algeria,26.0,"AMR, AML, AMCAMR, AML, AMC",Right,172 CM,67 KG,48036788.0,"€ 69,600 pw",2026-06-30,10.0,13.0,17.0,13.0,17.0,13.0,8.0,11.0,6.0,5.0,12.0,12.0,6.0,17.0,10.0,11.0,11.0,13.0,11.0,13.0,14.0,18.0,6.0,14.0,6.0,10.0,12.0,13.0,14.0,15.0,13.0,7.0,14.0,14.0,14.0,9.0,422.0,saïd-benrahma,said-benrahma,4501628.842079974,15.319949854153716,3.0,2.9339733,7.6877327,jesus-corona,cengiz-under,jota,adnan-januzaj,fernando,mislav-orsic,ryan-kent,roland-sallai,justin-kluivert,ademola-lookman,578
556,Eric Maxim Choupo-Moting,https://fminside.net/players/3-fm-23/35015916-eric-maxim-choupo-moting,FC Bayern,Cameroon,33.0,"AMR, AML, AMC, STAMR, AML, ST",Right,191 CM,91 KG,35015916.0,"€ 67,130 pw",2023-06-30,5.0,9.0,12.0,14.0,14.0,6.0,14.0,10.0,5.0,6.0,13.0,14.0,7.0,15.0,12.0,14.0,12.0,14.0,12.0,13.0,12.0,15.0,13.0,14.0,7.0,12.0,13.0,11.0,12.0,11.0,15.0,15.0,13.0,13.0,12.0,15.0,424.0,eric-maxim-choupo-moting,eric-maxim-choupo-moting,2965399.029042364,14.902522161137115,17.0,27.817019,-7.7181706,arkadiusz-milik,pedro,willian-jose,gareth-bale,cristiano-ronaldo,max-kruse,alexis-vega,zlatan-ibrahimovic,gonzalo-higuain,ross-barkley,579
557,Mohammed Salisu,https://fminside.net/players/3-fm-23/67270690-mohammed-salisu,Southampton,Ghana,23.0,DCDC,Left,191 CM,82 KG,67270690.0,"€ 46,400 pw",2024-06-30,7.0,9.0,10.0,6.0,11.0,6.0,16.0,8.0,14.0,14.0,10.0,6.0,16.0,11.0,12.0,15.0,14.0,12.0,13.0,12.0,14.0,9.0,12.0,9.0,14.0,15.0,12.0,15.0,14.0,12.0,12.0,15.0,13.0,14.0,15.0,16.0,433.0,mohammed-salisu,mohammed-salisu,5368750.33440615,15.496105727002226,10.0,-10.636852,19.3143,ruben-dias,nicolas-otamendi,gonzalo-montiel,gernot-trauner,stefan-savic,dejan-lovren,jose-gimenez,ronald-araujo,matthijs-de-ligt,fabio-cardoso,580
558,Jérémie Boga,https://fminside.net/players/3-fm-23/28084880-jeremie-boga,Atalanta,Ivory Coast,25.0,"AML, AMCAML, AMC",Right,174 CM,72 KG,28084880.0,"€ 53,470 pw",2026-06-30,10.0,12.0,19.0,12.0,16.0,12.0,6.0,14.0,4.0,4.0,13.0,11.0,5.0,17.0,8.0,10.0,8.0,12.0,6.0,10.0,13.0,18.0,7.0,14.0,4.0,10.0,12.0,9.0,17.0,17.0,12.0,4.0,13.0,16.0,11.0,10.0,396.0,jérémie-boga,jeremie-boga,3782957.792791042,15.14601674647945,3.0,31.81817,-5.709399,yacine-brahimi,amine-harit,kaoru-mitoma,ansu-fati,jesper-karlsson,alex-baena,jadon-sancho,fabio-carvalho,florian-thauvin,mykhaylo-mudryk,581
559,Hamed Traoré,https://fminside.net/players/3-fm-23/43317933-hamed-traore,Bournemouth,Ivory Coast,22.0,"MC, AML, AMCAML, AMC",Right,177 CM,77 KG,43317933.0,"€ 17,890 pw",2024-06-30,12.0,12.0,15.0,14.0,16.0,11.0,4.0,13.0,4.0,6.0,14.0,11.0,8.0,15.0,12.0,13.0,11.0,13.0,11.0,13.0,14.0,16.0,10.0,15.0,7.0,14.0,14.0,13.0,13.0,16.0,15.0,4.0,14.0,13.0,12.0,10.0,428.0,hamed-traoré,hamed-traore,5101514.630854705,15.44504804004491,15.0,6.0158577,9.191623,juanmi,julian-alvarez,tijjani-reijnders,oliver,curtis-jones,houssem-aouar,claudinho,jordan-veretout,roberto-pereyra,max-gradel,582
560,Salem Al-Dawsari,https://fminside.net/players/3-fm-23/23168001-salem-al-dawsari,Al-Hilal (KSA),Saudi Arabia,30.0,"MR, ML, AMR, AMLML, AML",Right,173 CM,72 KG,23168001.0,"€ 67,040 pw",2025-06-30,10.0,10.0,17.0,14.0,15.0,12.0,7.0,13.0,8.0,5.0,13.0,10.0,6.0,15.0,11.0,12.0,11.0,13.0,9.0,12.0,14.0,16.0,11.0,13.0,11.0,14.0,14.0,16.0,13.0,14.0,15.0,7.0,12.0,14.0,13.0,13.0,433.0,salem-al-dawsari,salem-al-dawsari,2887510.879008094,14.87590540142694,15.0,30.617401,-8.482275,everton-cebolinha,kevin-kampl,christian-pulisic,dani-ceballos,alexandr-golovin,pepe,takefusa-kubo,nuno-santos,giacomo-raspadori,luis-diaz,583
561,Hwang In-Beom,https://fminside.net/players/3-fm-23/66034886-hwang-in-beom,Olympiacos,South Korea,25.0,"DM, MC, AMCMC",Right,177 CM,70 KG,66034886.0,"€ 23,650 pw",2025-06-30,13.0,11.0,14.0,10.0,14.0,12.0,8.0,10.0,5.0,12.0,14.0,11.0,9.0,16.0,12.0,14.0,11.0,14.0,14.0,16.0,15.0,12.0,11.0,14.0,12.0,18.0,14.0,17.0,13.0,14.0,12.0,8.0,13.0,11.0,15.0,8.0,447.0,hwang-in-beom,hwang-in-beom,5263596.731141957,15.476325140227068,13.0,9.045703,0.49541864,kiernan-dewsbury-hall,javi-galan,amadou-haidara,trent-alexander-arnold,alessandro-florenzi,douglas-santos,ricardo-pereira,caio-henrique,jordi-alba,oleksandr-zinchenko,584
562,Antonee Robinson,https://fminside.net/players/3-fm-23/29125265-antonee-robinson,Fulham,United States,24.0,"DL, WBLDL, WBL",Left,183 CM,70 KG,29125265.0,"€ 34,800 pw",2024-06-30,3.0,11.0,13.0,7.0,12.0,7.0,10.0,7.0,4.0,12.0,12.0,8.0,13.0,13.0,13.0,11.0,14.0,11.0,11.0,12.0,12.0,11.0,9.0,12.0,12.0,14.0,12.0,17.0,17.0,13.0,13.0,12.0,14.0,17.0,16.0,14.0,419.0,antonee-robinson,antonee-robinson,8113179.657575611,15.909000415539218,0.0,-8.68571,-17.200962,alfonso-pedraza,kyle-walker-peters,hamari-traore,gilberto,thierry-rendall-correia,sergio-reguilon,adam-marusic,timothy-castagne,matty-cash,hugo-mallo,585
563,Adnan Januzaj,https://fminside.net/players/3-fm-23/18054092-adnan-januzaj,Istanbul Basaksehir,Belgium,27.0,"MR, ML, AMR, AMLML, AMR",Left,180 CM,75 KG,18054092.0,"€ 33,752,400","€ 23,880 pw",16.0,13.0,17.0,13.0,15.0,15.0,5.0,15.0,3.0,6.0,15.0,13.0,6.0,17.0,10.0,11.0,8.0,13.0,11.0,13.0,10.0,17.0,11.0,13.0,8.0,8.0,16.0,11.0,15.0,16.0,15.0,9.0,11.0,14.0,11.0,9.0,429.0,adnan-januzaj,adnan-januzaj,4211137.865999368,15.253243446099797,3.0,-1.99657,13.504047,jota,harvey-barnes,jesus-corona,marcus-edwards,said-benrahma,cole-palmer,rodrigo,roland-sallai,mislav-orsic,roger-guedes,586
564,Duje caleta-Car,https://fminside.net/players/3-fm-23/24039427-duje-caleta-car,Southampton,Croatia,25.0,DCDC,Right,192 CM,89 KG,24039427.0,"€ 58,000 pw",2026-06-30,5.0,5.0,8.0,7.0,13.0,8.0,15.0,10.0,8.0,14.0,14.0,8.0,14.0,9.0,14.0,15.0,15.0,12.0,13.0,14.0,15.0,10.0,15.0,8.0,15.0,14.0,12.0,14.0,11.0,10.0,15.0,15.0,14.0,11.0,14.0,16.0,430.0,duje-caleta-car,duje-caleta-car,2921393.415412635,14.887571257481278,10.0,2.197683,-18.071947,lucas-verissimo,robin-le-normand,aritz-elustondo,rafael-toloi,ahmed-hegazi,david-lopez,jose-fonte,felipe,ben-mee,connor-goldson,587
565,Lovro Majer,https://fminside.net/players/3-fm-23/24053458-lovro-majer,Rennes,Croatia,24.0,"MC, AMCAMC",Left,176 CM,75 KG,24053458.0,"€ 33,540 pw",2027-06-30,15.0,16.0,16.0,12.0,14.0,14.0,10.0,13.0,5.0,9.0,15.0,15.0,11.0,17.0,12.0,16.0,10.0,13.0,14.0,13.0,13.0,16.0,8.0,13.0,11.0,13.0,15.0,15.0,13.0,16.0,11.0,8.0,13.0,10.0,16.0,8.0,459.0,lovro-majer,lovro-majer,7085901.116607044,15.773617609555323,9.0,-13.008659,0.04118894,harvey-elliott,marco-verratti,luka-modric,adam-lallana,ivan-rakitic,jorginho,bruno-guimaraes,raphael-guerreiro,thiago,ilkay-gundogan,588
566,Thomas Delaney,https://fminside.net/players/3-fm-23/27002693-thomas-delaney,TSG Hoffenheim,Denmark,30.0,"DM, MCDM, MC",Left,182 CM,79 KG,27002693.0,"€ 32,064,780","€ 76,720 pw",8.0,10.0,9.0,11.0,12.0,13.0,16.0,12.0,8.0,14.0,13.0,9.0,15.0,11.0,15.0,15.0,18.0,14.0,16.0,14.0,18.0,7.0,13.0,13.0,15.0,17.0,11.0,18.0,11.0,10.0,14.0,15.0,16.0,12.0,16.0,14.0,473.0,thomas-delaney,thomas-delaney,5179690.739226067,15.460255909601267,16.0,10.950006,-25.593748,dani-garcia,pierre-emile-hojbjerg,mohamed-elneny,kristoffer-ajer,salih-ozcan,idrissa-gueye,jon-moncayola,oliver-skipp,emre-can,denis-zakaria,589
567,Martin Braithwaite,https://fminside.net/players/3-fm-23/27013113-martin-braithwaite,Espanyol,Denmark,31.0,"AMR, AML, STAMR, AML, ST",Right,177 CM,77 KG,27013113.0,"€ 33,752,400","€ 20,590 pw",8.0,11.0,12.0,12.0,12.0,9.0,11.0,10.0,4.0,3.0,11.0,10.0,5.0,12.0,12.0,13.0,13.0,13.0,15.0,13.0,15.0,14.0,13.0,15.0,5.0,16.0,12.0,15.0,14.0,14.0,12.0,12.0,14.0,15.0,14.0,13.0,422.0,martin-braithwaite,martin-braithwaite,3237209.015077817,14.99022210143788,6.0,-8.297491,-7.447287,marcus-thuram,patson-daka,armando-broja,rasmus-hojlund,riccardo-orsolini,adama-traore,youssef-en-nesyri,nico-williams,luiz-henrique,lucas-ocampos,590
568,Jesper Lindstrøm,https://fminside.net/players/3-fm-23/27143432-jesper-lindstrm,Eintracht Frankfurt,Denmark,22.0,"AMR, AML, AMCAMC",Right,182 CM,66 KG,27143432.0,"€ 22,000 pw",2026-06-30,12.0,11.0,14.0,12.0,13.0,12.0,7.0,13.0,7.0,8.0,13.0,12.0,10.0,13.0,9.0,13.0,12.0,12.0,12.0,13.0,13.0,13.0,9.0,14.0,9.0,12.0,13.0,15.0,15.0,14.0,12.0,8.0,15.0,16.0,13.0,9.0,428.0,jesper-lindstrøm,jesper-lindstrom,5707649.051409273,15.557317772053292,11.0,8.284474,-25.53731,leonardo-spinazzola,alvaro-garcia,goncalo-guedes,sergino-dest,meschack-elia,miguel-almiron,patrick-wimmer,alexander-bah,nicola-zalewski,nelson-semedo,591
569,Jamie Vardy,https://fminside.net/players/3-fm-23/90008752-jamie-vardy,Leicester,England,35.0,STST,Right,179 CM,72 KG,90008752.0,"€ 185,600 pw",2024-06-30,7.0,12.0,12.0,15.0,14.0,7.0,12.0,12.0,5.0,3.0,12.0,17.0,12.0,14.0,17.0,14.0,17.0,15.0,16.0,13.0,17.0,12.0,12.0,15.0,5.0,16.0,14.0,16.0,15.0,12.0,12.0,11.0,13.0,15.0,13.0,12.0,456.0,jamie-vardy,jamie-vardy,5234858.875929353,15.470850444125766,14.0,-4.2682667,-24.812157,andre-silva,olivier-giroud,toni-martinez,maximiliano-gomez,danny-ings,aleksandar-mitrovic,alexander-sorloth,andre-pierre-gignac,dominic-calvert-lewin,christian-fassnacht,592
570,Guilherme Arana,https://fminside.net/players/3-fm-23/19232508-guilherme-arana,Atlético Mineiro,Brazil,25.0,"DL, WBL, MLDL, WBL",Left,176 CM,68 KG,19232508.0,"€ 22,360 pw",2024-12-31,13.0,15.0,13.0,10.0,14.0,9.0,8.0,11.0,12.0,12.0,15.0,12.0,12.0,13.0,13.0,15.0,12.0,14.0,13.0,13.0,13.0,12.0,9.0,15.0,12.0,15.0,12.0,14.0,14.0,14.0,12.0,8.0,13.0,13.0,13.0,11.0,449.0,guilherme-arana,guilherme-arana,4788900.520575504,15.381811406625284,13.0,-9.21194,15.2453985,pasquale-mazzocchi,cristiano-biraghi,stephen-eustaquio,leandro-paredes,luke-shaw,fernando-gorriaran,jonas-hector,alex-oxlade-chamberlain,conor-gallagher,niko-giesselmann,593
571,Raphael Veiga,https://fminside.net/players/3-fm-23/19233491-raphael-veiga,Palmeiras,Brazil,27.0,"MC, AMCAMC",Left,178 CM,76 KG,19233491.0,"€ 24,570 pw",2027-03-31,13.0,14.0,14.0,14.0,14.0,12.0,9.0,14.0,5.0,8.0,15.0,19.0,8.0,15.0,8.0,14.0,11.0,14.0,12.0,14.0,13.0,15.0,10.0,15.0,9.0,13.0,14.0,12.0,14.0,14.0,13.0,9.0,13.0,12.0,12.0,12.0,447.0,raphael-veiga,raphael-veiga,5595903.7274231445,15.537545410799495,12.0,-8.577805,6.521871,manuel-lanzini,willian,carlos-vela,dominik-szoboszlai,ebere-eze,emil-forsberg,alexey-miranchuk,gustavo-scarpa,teji-savanier,iuri-medeiros,594
572,Rodrigo Becão,https://fminside.net/players/3-fm-23/19249501-rodrigo-becao,Udinese,Brazil,26.0,DCDC,Right,191 CM,79 KG,19249501.0,"€ 14,810 pw",2024-06-30,4.0,5.0,6.0,6.0,10.0,7.0,15.0,6.0,4.0,15.0,12.0,6.0,16.0,10.0,13.0,15.0,15.0,14.0,15.0,13.0,16.0,8.0,13.0,10.0,14.0,16.0,9.0,16.0,13.0,12.0,15.0,15.0,15.0,14.0,14.0,14.0,421.0,rodrigo-becão,rodrigo-becao,5145668.591390977,15.453665868543409,7.0,8.563594,7.7970757,domingos-duarte,eric-bailly,marash-kumbulla,jonathan-tah,philipp-lienhart,abdou-diallo,benoit-badiashile,kevin-danso,rob-holding,nikola-milenkovic,595
573,Tetê,https://fminside.net/players/3-fm-23/19348859-tete,Leicester,Brazil,22.0,"MR, AMRAMR",Left,175 CM,73 KG,19348859.0,"€ 150,010,690","€ 28,240 pw",11.0,12.0,14.0,13.0,16.0,11.0,7.0,9.0,5.0,3.0,13.0,13.0,8.0,17.0,7.0,12.0,10.0,13.0,12.0,13.0,13.0,15.0,8.0,14.0,9.0,11.0,13.0,11.0,16.0,16.0,13.0,9.0,13.0,16.0,13.0,12.0,421.0,tetê,tete,13485676.179310728,16.41713865636972,3.0,-10.434605,37.661972,leon-bailey,harvey-barnes,musa-barrow,joaquin-correa,alex-berenguer,dodi-lukebakio,malcom,cole-palmer,marcus-edwards,adnan-januzaj,596
574,Danny Ings,https://fminside.net/players/3-fm-23/29030379-danny-ings,West Ham,England,29.0,STST,Right,178 CM,74 KG,29030379.0,"€ 145,000 pw",2025-06-30,4.0,11.0,13.0,15.0,13.0,10.0,13.0,12.0,3.0,8.0,13.0,13.0,11.0,16.0,13.0,14.0,14.0,14.0,14.0,12.0,18.0,14.0,14.0,14.0,10.0,16.0,14.0,15.0,14.0,14.0,15.0,11.0,13.0,13.0,14.0,14.0,459.0,danny-ings,danny-ings,11188083.419166178,16.230359789404737,14.0,5.317023,-20.463995,andre-silva,alexander-sorloth,toni-martinez,maximiliano-gomez,jamie-vardy,aleksandar-mitrovic,andre-pierre-gignac,dominic-calvert-lewin,olivier-giroud,edinson-cavani,604
575,Corentin Tolisso,https://fminside.net/players/3-fm-23/29114971-corentin-tolisso,Lyon,France,27.0,"DM, MC, AMCDM, MC",Right,181 CM,81 KG,29114971.0,"€ 95,900 pw",2027-06-30,12.0,10.0,10.0,14.0,13.0,8.0,15.0,16.0,8.0,12.0,14.0,12.0,12.0,14.0,16.0,13.0,15.0,13.0,12.0,12.0,16.0,12.0,12.0,16.0,12.0,15.0,14.0,16.0,12.0,12.0,15.0,13.0,9.0,12.0,13.0,14.0,464.0,corentin-tolisso,corentin-tolisso,4573291.846953818,15.335743820186975,2.0,15.960903,-18.670813,rafael-carioca,baptiste-santamaria,sardar-azmoun,david-hancko,mattias-svanberg,hugo-guillamon,amir-hadziahmetovic,mario-pasalic,nico,florian-grillitsch,605
576,James Justin,https://fminside.net/players/3-fm-23/29140167-james-justin,Leicester,England,24.0,"DR, DL, DC, WBR, WBLDR, DL, WBR, WBL",Right,183 CM,80 KG,29140167.0,"€ 116,000 pw",2026-06-30,9.0,11.0,13.0,5.0,11.0,9.0,12.0,8.0,11.0,13.0,12.0,6.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,12.0,16.0,7.0,8.0,10.0,13.0,14.0,11.0,15.0,15.0,13.0,11.0,12.0,13.0,15.0,15.0,12.0,415.0,james-justin,james-justin,3235817.153152143,14.98979205159382,0.0,-9.443829,6.5259895,theodor-gebre-selassie,ben-johnson,michail-antonio,alexis-saelemaekers,denzel-dumfries,pervis-estupinan,marius-wolf,alberto-moreno,noussair-mazraoui,rico-henry,607
577,Ezri Konsa,https://fminside.net/players/3-fm-23/29141827-ezri-konsa,Aston Villa,England,24.0,DCDC,Right,183 CM,77 KG,29141827.0,"€ 81,200 pw",2026-06-30,4.0,7.0,12.0,5.0,13.0,3.0,15.0,3.0,7.0,14.0,14.0,4.0,15.0,14.0,13.0,14.0,14.0,15.0,13.0,13.0,13.0,10.0,10.0,10.0,14.0,15.0,14.0,16.0,14.0,14.0,13.0,14.0,15.0,14.0,15.0,14.0,427.0,ezri-konsa,ezri-konsa,11328432.399287367,16.242826265028196,4.0,27.665781,-15.840816,maxence-lacroix,sergi-gomez,rodrigo-caio,chancel-mbemba,amadou-onana,ko-itakura,stefan-de-vrij,levi-colwill,samuel-gigot,mohamed-simakan,608
578,Matty Cash,https://fminside.net/players/3-fm-23/29147447-matty-cash,Aston Villa,Poland,24.0,"DR, WBR, MRDR",Right,185 CM,75 KG,29147447.0,"€ 75,400 pw",2027-06-30,10.0,12.0,13.0,11.0,14.0,10.0,12.0,12.0,17.0,9.0,13.0,8.0,13.0,12.0,15.0,15.0,13.0,11.0,11.0,12.0,15.0,11.0,9.0,13.0,12.0,16.0,11.0,16.0,14.0,14.0,13.0,11.0,15.0,14.0,15.0,12.0,454.0,matty-cash,matty-cash,5834416.541706136,15.579284825850756,0.0,-5.3387866,-28.997278,kyle-walker-peters,zeki-celik,hamari-traore,gilberto,timothy-castagne,alfonso-pedraza,adam-marusic,fran-garcia,antonee-robinson,hugo-mallo,609
579,Alexandre Lacazette,https://fminside.net/players/3-fm-23/34011687-alexandre-lacazette,Lyon,France,31.0,STST,Right,175 CM,73 KG,34011687.0,"€ 104,400 pw",2025-06-30,5.0,11.0,14.0,14.0,15.0,11.0,13.0,13.0,3.0,5.0,12.0,14.0,5.0,15.0,10.0,15.0,14.0,14.0,14.0,14.0,12.0,14.0,15.0,16.0,7.0,15.0,12.0,15.0,13.0,14.0,15.0,10.0,14.0,13.0,13.0,12.0,441.0,alexandre-lacazette,alexandre-lacazette,4827068.916982466,15.389749991935046,14.0,-13.813791,29.785957,tammy-abraham,raul-jimenez,andrea-belotti,luuk-de-jong,andy-delort,giovanni-simeone,santi-mina,moussa-marega,julio-furch,goncalo-ramos,610
580,Grzegorz Krychowiak,https://fminside.net/players/3-fm-23/34012402-grzegorz-krychowiak,Al-Shabab,Poland,32.0,"DM, MCDM, MC",Right,187 CM,87 KG,34012402.0,"€ 58,500 pw",2024-06-30,6.0,7.0,11.0,10.0,12.0,7.0,12.0,13.0,5.0,14.0,13.0,12.0,14.0,12.0,15.0,16.0,16.0,13.0,15.0,15.0,14.0,8.0,15.0,14.0,14.0,15.0,12.0,15.0,11.0,12.0,15.0,13.0,16.0,12.0,15.0,15.0,454.0,grzegorz-krychowiak,grzegorz-krychowiak,3603564.5881459713,15.09743407691182,16.0,-1.864175,0.76003724,marcos-llorente,yangel-herrera,leander-dendoncker,tommaso-pobega,francis-coquelin,ben-davies,eric-dier,lisandro-martinez,mateus-uribe,wataru-endo,611
581,Wout Weghorst,https://fminside.net/players/3-fm-23/37026994-wout-weghorst,Manchester United,Netherlands,29.0,STST,Right,197 CM,84 KG,37026994.0,"€ 51,040 pw",2025-06-30,3.0,5.0,11.0,15.0,14.0,5.0,17.0,8.0,5.0,7.0,13.0,14.0,7.0,13.0,15.0,15.0,18.0,14.0,15.0,14.0,18.0,10.0,15.0,14.0,8.0,14.0,12.0,17.0,10.0,12.0,16.0,15.0,17.0,11.0,15.0,16.0,448.0,wout-weghorst,wout-weghorst,6310820.556324963,15.65777626668487,14.0,31.007332,-7.204125,dusan-vlahovic,romelu-lukaku,jonathan-calleri,gerard-moreno,robert-lewandowski,erling-haaland,edin-dzeko,ciro-immobile,alvaro-morata,mehdi-taremi,613
582,Rick Karsdorp,https://fminside.net/players/3-fm-23/37039938-rick-karsdorp,AS Roma,Netherlands,27.0,"DR, WBRDR, WBR",Right,184 CM,80 KG,37039938.0,"€ 75,180 pw",2025-06-30,6.0,11.0,11.0,5.0,14.0,6.0,8.0,6.0,15.0,11.0,14.0,5.0,12.0,13.0,15.0,13.0,15.0,15.0,13.0,12.0,15.0,11.0,7.0,17.0,11.0,12.0,13.0,15.0,14.0,13.0,14.0,9.0,18.0,18.0,17.0,12.0,436.0,rick-karsdorp,rick-karsdorp,7253230.433196779,15.796957504583569,0.0,10.083074,-22.054749,emerson-royal,timothy-castagne,hamari-traore,elseid-hysaj,adam-marusic,hugo-mallo,hans-hateboer,fran-garcia,davide-calabria,inigo-lekue,614
583,Gianluca Scamacca,https://fminside.net/players/3-fm-23/37053643-gianluca-scamacca,West Ham,Italy,23.0,STST,Right,195 CM,85 KG,37053643.0,"€ 81,200 pw",2027-06-30,4.0,5.0,11.0,17.0,14.0,13.0,15.0,16.0,4.0,4.0,12.0,12.0,5.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,16.0,16.0,12.0,14.0,4.0,14.0,12.0,13.0,11.0,12.0,16.0,16.0,15.0,13.0,14.0,16.0,441.0,gianluca-scamacca,gianluca-scamacca,10522976.202806655,16.16907163427467,14.0,9.088333,10.546443,vedat-muriqi,vitinha,sadio-mane,ante-budimir,duvan-zapata,christian-fassnacht,julio-furch,gabriel-jesus,kevin-volland,borja-iglesias,615
