,player_name,link,club,country,age,position,foot,height,weight,player_id,wages,contract_end,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggression,Anticipation,Bravery,Composure,Concentration,Decisions,Determination,Flair,Leadership,Off the Ball,Positioning,Teamwork,Vision,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength
6303,Yonathan Andía,https://fminside.net/players/3-fm-23/75041938-yonathan-andia,Universidad de Chile,Chile,29,"DR, WBRDR, WBR",Right,175 CM,71 KG,75041938,"€ 1,700 pw",2023-12-31,8,14,12,4,13,5,10,7,10,12,11,7,11,12,13,12,15,13,13,11,12,9,7,10,12,13,10,15,14,12,13,9,13,14,13,12
6304,Juan Camilo Angulo,https://fminside.net/players/3-fm-23/76007697-juan-camilo-angulo,Unión Magdalena,Colombia,33,"DR, WBRDR, WBR",Right,178 CM,74 KG,76007697,"€ 6,240 pw",2023-12-31,14,13,12,7,12,15,10,13,12,12,12,14,13,12,13,12,12,11,12,12,12,12,12,12,12,12,12,13,12,12,12,10,13,12,12,12
6305,Jarol Herrera,https://fminside.net/players/3-fm-23/5261776-jarol-herrera,Atlético Vega Real,Colombia,38,"MR, ML, AMR, AMLMR",Right,173 CM,73 KG,5261776,€ 260 pw,2023-01-28,13,13,11,9,12,14,10,12,1,9,11,12,10,12,9,12,13,14,14,11,5,11,14,13,11,15,12,15,13,12,12,7,12,11,12,12
6306,Ramiro Sánchez,https://fminside.net/players/3-fm-23/8829052-ramiro-sanchez,Unión Magdalena,Colombia,38,GKGK,Left,184 CM,73 KG,8829052,"€ 3,870 pw",2023-12-31,12,13,12,7,10,12,12,12,10,9,13,10,12,9,13,11,12,13,13,14,8,14,12,12,12,9,12,10,12,12,13,12,10,13,12,7
6307,Nelson Ramos,https://fminside.net/players/3-fm-23/8829192-nelson-ramos,Boca Juniors de Cali,Colombia,40,GKGK,Left,187 CM,83 KG,8829192,"€ 6,330 pw",2022-12-31,13,13,13,10,7,14,13,13,8,10,14,8,12,13,12,12,11,11,11,17,2,16,10,12,9,11,12,11,12,12,15,12,11,12,11,18
6308,Jairo Palomino,https://fminside.net/players/3-fm-23/8834199-jairo-palomino,Unión Magdalena,Colombia,33,"DC, DM, MCDC, DM",Right,181 CM,76 KG,8834199,"€ 5,590 pw",2023-12-31,10,11,9,9,11,5,12,13,6,13,12,8,13,11,12,13,13,12,11,12,14,6,15,10,14,13,11,14,11,12,11,12,12,11,12,12
6309,Neyder Lozano,https://fminside.net/players/3-fm-23/67256564-neyder-lozano,Talavera,Colombia,28,DCDC,Left,185 CM,81 KG,67256564,"€ 2,468,140","€ 3,440 pw",2,5,9,6,11,1,16,3,3,15,13,4,16,11,6,12,13,10,12,11,16,15,13,12,12,10,9,13,11,10,12,12,15,11,16,14
6310,Dúvier Riascos,https://fminside.net/players/3-fm-23/76000374-duvier-riascos,La Equidad,Colombia,36,STST,Right,180 CM,81 KG,76000374,"€ 3,430 pw",2022-12-31,4,7,14,12,11,8,12,8,4,5,7,13,6,14,12,12,8,10,12,12,12,17,4,15,5,8,10,11,13,15,11,12,15,13,13,11
6311,Elkin Mosquera,https://fminside.net/players/3-fm-23/76002895-elkin-mosquera,Boyacá Chicó F.C.,Colombia,32,"DR, DCDC",Right,185 CM,89 KG,76002895,"€ 5,140 pw",2023-06-30,4,8,8,7,5,5,15,8,13,12,9,5,13,10,12,11,10,11,11,11,13,8,13,10,15,10,10,10,13,13,13,14,12,12,12,15
6312,Wilder Guisao,https://fminside.net/players/3-fm-23/76003953-wilder-guisao,Unión Magdalena,Colombia,30,"AMR, AML, STAML",Right,176 CM,75 KG,76003953,"€ 5,810 pw",2023-12-31,12,12,13,11,12,10,12,10,4,5,12,12,5,13,8,12,12,12,12,12,12,12,10,12,8,12,11,12,13,13,10,9,12,14,13,10
6313,Yesus Cabrera,https://fminside.net/players/3-fm-23/76004164-yesus-cabrera,Deportivo Pereira,Colombia,31,"MC, AMR, AML, AMCAMC",Right,169 CM,62 KG,76004164,"€ 8,310 pw",2023-12-31,12,12,13,12,13,12,7,12,5,5,13,12,6,14,9,11,9,10,10,11,12,14,7,14,8,11,14,11,12,13,13,7,12,13,13,11
6314,Orlando Berrío,https://fminside.net/players/3-fm-23/76013932-orlando-berrio,Águilas Doradas,Colombia,31,"AMR, AML, AMCAMR",Right,180 CM,80 KG,76013932,"€ 6,180 pw",2023-12-31,9,12,13,11,13,6,12,11,4,6,12,11,6,12,12,11,14,11,12,11,12,13,9,13,10,13,12,13,14,12,11,11,10,14,13,15
6315,Yuber Asprilla,https://fminside.net/players/3-fm-23/76015862-yuber-asprilla,Jaguares F.C.,Colombia,29,"MR, ML, AMR, AMLML, AML",Right,165 CM,65 KG,76015862,"€ 3,230 pw",2022-12-31,13,12,14,10,12,10,10,11,4,4,11,5,5,13,9,12,13,12,13,13,12,12,14,13,7,11,13,12,13,12,13,4,12,13,14,12
6316,Harold Gómez,https://fminside.net/players/3-fm-23/76017703-harold-gomez,Jaguares F.C.,Colombia,30,"DR, WBRDR, WBR",Right,175 CM,77 KG,76017703,"€ 6,250 pw",2023-06-30,10,12,10,8,12,14,11,5,12,12,12,8,13,12,11,12,12,12,12,13,9,7,8,10,13,13,11,12,13,12,12,10,13,13,13,11
6317,Darwin Andrade,https://fminside.net/players/3-fm-23/76017991-darwin-andrade,Águilas Doradas,Colombia,31,"DL, WBLDL, WBL",Left,173 CM,70 KG,76017991,"€ 5,520 pw",2023-12-31,11,13,11,8,11,6,8,9,7,12,10,8,13,11,14,12,12,12,12,12,12,10,12,10,12,14,8,13,13,11,12,8,12,14,14,14
6318,Yorleys Mena,https://fminside.net/players/3-fm-23/76018006-yorleys-mena,César Vallejo,Colombia,30,STST,Right,182 CM,76 KG,76018006,"€ 1,980 pw",2025-12-31,8,12,12,14,12,9,11,9,7,8,11,13,5,12,12,11,10,12,11,12,12,9,8,13,8,12,10,12,14,12,12,12,13,14,12,12
6319,Danilo Asprilla,https://fminside.net/players/3-fm-23/76018107-danilo-asprilla,Beitar Jerusalem,Colombia,33,"MR, AMRMR, AMR",Right,178 CM,73 KG,76018107,"€ 3,850 pw",2023-05-31,12,11,14,11,13,12,12,11,2,2,10,11,3,14,12,9,11,11,8,11,15,18,5,12,4,7,8,10,15,14,12,12,16,15,13,13
6320,Steven Tapiero,https://fminside.net/players/3-fm-23/76019984-steven-tapiero,Técnico Universita..,Colombia,30,"DM, MCDM",Right,186 CM,78 KG,76019984,"€ 3,990 pw",2023-12-31,6,7,11,8,12,7,15,8,5,13,14,10,14,15,12,11,10,10,12,13,12,12,11,10,15,13,14,16,10,11,13,13,11,10,13,14
6321,Dairon Mosquera,https://fminside.net/players/3-fm-23/76020830-dairon-mosquera,Independiente Sant..,Colombia,29,"DL, WBLDL, WBL",Left,180 CM,76 KG,76020830,"€ 6,610 pw",2023-12-31,10,13,11,7,8,8,11,9,13,12,11,9,13,11,10,13,13,13,11,12,12,9,10,12,13,13,9,12,13,12,12,11,13,13,15,13
6322,Michael Barrios,https://fminside.net/players/3-fm-23/76021610-michael-barrios,Colorado,Colombia,31,"AMR, AMC, STAMR, ST",Right,163 CM,65 KG,76021610,"€ 13,190 pw",2023-12-31,4,12,14,12,12,4,7,7,3,5,11,6,5,13,8,12,11,12,12,12,13,12,8,12,12,12,11,12,15,12,13,4,13,15,14,7
6323,Hárrison Mojica,https://fminside.net/players/3-fm-23/76022085-harrison-mojica,Alianza Petrolera,Colombia,29,AMCAMC,Left,168 CM,67 KG,76022085,"€ 4,950 pw",2023-06-30,10,12,14,10,12,11,9,10,4,5,13,13,6,13,7,12,10,12,12,13,13,13,11,13,8,12,13,12,13,13,11,7,10,13,13,12
6324,Jhoao Rodríguez,https://fminside.net/players/3-fm-23/76023020-jhoao-rodriguez,Alvarado,Colombia,26,"AMR, AML, STAMR, AML",Right,176 CM,71 KG,76023020,"€ 3,650 pw",2023-12-31,10,13,13,10,12,9,5,10,11,4,8,11,3,14,9,10,10,9,11,11,8,13,8,13,6,11,12,12,14,13,12,8,13,13,13,12
6325,Cristian Arrieta,https://fminside.net/players/3-fm-23/76023033-cristian-arrieta,América de Cali,Colombia,26,"DR, WBRDR, WBR",Right,171 CM,75 KG,76023033,"€ 6,000 pw",2025-12-31,10,13,12,7,11,8,10,10,12,12,11,8,13,12,13,11,12,11,12,12,14,9,9,10,13,12,11,12,13,13,11,9,11,13,13,13
6326,Eddie Segura,https://fminside.net/players/3-fm-23/76037891-eddie-segura,LAFC,Colombia,25,DCDC,Right,176 CM,71 KG,76037891,"€ 4,340 pw",2023-12-31,5,6,7,7,11,6,13,11,4,13,12,6,13,10,4,12,14,13,14,12,13,6,13,8,13,12,8,12,12,12,12,13,5,13,14,10
6327,Edis Ibargüen,https://fminside.net/players/3-fm-23/76039310-edis-ibarguen,Marathón,Colombia,30,"AMR, STST",Right,180 CM,77 KG,76039310,€ 350 pw,2024-06-30,11,15,12,14,10,11,14,10,8,5,11,5,5,11,5,11,12,12,12,13,13,11,7,12,11,11,11,13,12,15,12,10,15,14,13,14
6328,Jáder Obrian,https://fminside.net/players/3-fm-23/76043416-jader-obrian,FC Dallas,Colombia,27,"AMR, AML, STAMR, AML",Right,168 CM,62 KG,76043416,"€ 9,060 pw",2023-12-31,11,12,14,13,10,7,9,10,11,7,11,11,6,13,11,10,10,11,11,11,11,12,13,13,10,12,12,12,13,12,13,6,12,13,13,12
6329,Mateo Rodas,https://fminside.net/players/3-fm-23/76043747-mateo-rodas,Alianza Petrolera,Colombia,24,DCDC,Right,186 CM,84 KG,76043747,"€ 3,590 pw",2024-12-31,10,10,9,8,11,13,11,11,4,12,13,8,13,12,9,13,10,12,12,12,12,5,11,8,12,11,11,12,12,13,13,13,12,12,13,14
6330,Devis Vásquez,https://fminside.net/players/3-fm-23/76053799-devis-vasquez,AC Milan,Colombia,24,GKGK,Right,193 CM,93 KG,76053799,"€ 12,680 pw",2026-06-30,15,12,9,8,8,12,11,12,9,13,13,9,13,13,12,14,10,12,11,13,4,9,4,13,13,9,10,11,13,14,16,15,12,13,13,1
6331,José Ortiz,https://fminside.net/players/3-fm-23/76054901-jose-ortiz,Junior,Colombia,23,DCDC,Right,180 CM,75 KG,76054901,"€ 5,560 pw",2025-12-31,5,9,11,8,12,4,13,5,9,13,11,6,13,12,13,12,13,11,12,12,13,7,11,10,13,12,10,13,13,12,14,12,13,12,12,14
6332,Juan David Mosquera,https://fminside.net/players/3-fm-23/76058683-juan-david-mosquera,Portland,Colombia,19,"DR, WBRDR, WBR",Right,180 CM,72 KG,76058683,"€ 3,450 pw",2026-12-31,9,11,10,3,11,5,11,6,13,11,11,5,13,12,9,11,11,8,10,10,11,7,2,10,12,12,9,13,14,13,12,12,13,14,13,12
6333,Edwin Mosquera,https://fminside.net/players/3-fm-23/76062698-edwin-mosquera,Defensa y Justicia,Colombia,21,"MR, ML, AMR, AMLMR, ML, AMR, AML",Right,171 CM,59 KG,76062698,"€ 6,530 pw",2025-12-31,8,13,14,9,11,8,7,10,6,6,11,13,7,13,8,9,10,10,9,10,11,15,5,12,8,12,10,12,15,13,10,7,13,15,13,7
6334,Carlos Garcés,https://fminside.net/players/3-fm-23/86031736-carlos-garces,Cienciano,Ecuador,32,STST,Right,185 CM,85 KG,86031736,"€ 4,710 pw",2023-12-31,6,9,12,15,12,8,14,11,6,7,11,16,7,11,9,12,11,12,13,14,12,12,16,17,7,11,9,11,9,12,13,14,13,11,10,16
6335,Romario Caicedo,https://fminside.net/players/3-fm-23/86011988-romario-caicedo,Emelec,Ecuador,32,"DR, WBR, MR, AMRDR",Right,184 CM,74 KG,86011988,"€ 4,710 pw",2025-12-31,10,14,13,9,11,9,10,15,12,9,12,10,12,13,14,12,16,14,11,12,8,11,11,13,9,15,9,16,12,13,12,11,15,14,11,14
6336,Romario Ibarra,https://fminside.net/players/3-fm-23/86032746-romario-ibarra,Pachuca,Ecuador,27,"ML, AMLAML",Left,176 CM,77 KG,86032746,"€ 9,430 pw",2024-06-30,12,14,16,10,10,11,7,12,9,6,10,11,8,11,11,7,11,14,11,8,15,15,8,11,5,8,10,9,15,13,12,9,17,16,14,11
6337,Gonzalo Valle,https://fminside.net/players/3-fm-23/86044196-gonzalo-valle,Guayaquil City,Ecuador,26,GKGK,Right,185 CM,86 KG,86044196,"€ 3,770 pw",2026-12-31,15,13,11,7,8,13,9,12,10,15,16,8,11,10,13,13,11,9,8,3,6,11,7,13,11,6,10,13,15,9,15,13,14,16,15,1
6338,Jonathan Perlaza,https://fminside.net/players/3-fm-23/86067281-jonathan-perlaza,Querétaro,Ecuador,24,"DL, WBL, MLDL",Left,169 CM,69 KG,86067281,"€ 7,970 pw",2023-12-31,10,13,14,9,13,9,6,9,12,8,12,10,9,14,10,9,11,9,8,7,11,14,6,14,8,15,11,14,16,15,8,7,13,16,15,7
6339,Jordy Alcívar,https://fminside.net/players/3-fm-23/86067580-jordy-alcivar,Independiente del ..,Ecuador,22,"DM, MCMC",Right,175 CM,70 KG,86067580,"€ 4,710 pw",2024-12-31,9,7,10,7,13,13,9,10,7,11,15,11,14,13,13,9,11,12,13,9,11,12,10,10,11,14,12,13,12,14,15,9,16,13,17,10
6340,José Hurtado,https://fminside.net/players/3-fm-23/86078361-jose-hurtado,Bragantino,Ecuador,20,"DR, WBR, MRDR",Right,178 CM,69 KG,86078361,"€ 5,360 pw",2026-12-31,9,13,12,6,12,7,11,8,13,10,13,8,14,12,10,12,11,12,11,12,11,12,6,11,9,10,8,11,14,13,11,9,15,14,16,9
6341,Williams Riveros,https://fminside.net/players/3-fm-23/14149310-williams-riveros,Universitario,Paraguay,29,DCDC,Left,186 CM,84 KG,14149310,"€ 4,710 pw",2023-12-31,7,6,6,7,11,7,15,6,6,14,8,11,15,7,17,13,15,11,10,11,13,5,13,7,13,14,7,16,10,11,14,14,15,11,14,15
6342,Néstor Camacho,https://fminside.net/players/3-fm-23/79001000-nestor-camacho,Guaraní (PAR),Paraguay,34,"AML, AMC, STAML",Left,178 CM,77 KG,79001000,"€ 3,400 pw",2023-12-31,13,13,14,13,13,13,12,14,5,6,14,12,6,14,12,12,11,13,11,12,9,14,7,14,7,11,12,13,14,13,9,12,8,13,11,10
6343,Raúl Cáceres,https://fminside.net/players/3-fm-23/79011215-raul-caceres,Guaraní (PAR),Paraguay,30,"DR, WBRDR",Right,172 CM,75 KG,79011215,"€ 4,550 pw",2023-12-31,9,12,10,10,11,7,12,11,12,12,12,9,12,9,12,13,12,11,11,12,12,7,8,13,11,13,10,14,14,12,12,12,16,14,14,11
6344,José Leguizamón,https://fminside.net/players/3-fm-23/79025086-jose-leguizamon,Cienciano,Paraguay,30,"DC, DMDC",Right,178 CM,80 KG,79025086,"€ 1,640 pw",2023-12-31,11,7,7,9,10,7,12,8,1,13,11,12,13,9,15,13,15,11,12,11,13,8,11,9,12,13,8,16,12,11,14,13,11,11,14,13
6345,Braian Ojeda,https://fminside.net/players/3-fm-23/79031731-braian-ojeda,Real Salt Lake,Paraguay,22,"DM, MC, MRMC",Right,173 CM,68 KG,79031731,"€ 6,960 pw",2025-06-30,11,8,12,12,12,11,12,11,11,11,13,12,12,11,14,12,14,12,12,11,13,8,8,13,12,13,11,15,14,13,12,8,14,13,13,11
6346,Sebastián Rodríguez,https://fminside.net/players/3-fm-23/78021884-sebastian-rodriguez,Peñarol,Uruguay,29,"DM, MCMC",Right,179 CM,79 KG,78021884,"€ 4,640 pw",2024-12-31,16,15,14,12,15,15,10,12,6,11,14,14,9,15,10,15,10,15,9,14,12,13,14,13,12,15,15,8,9,10,13,9,9,7,11,9
6347,César Falletti,https://fminside.net/players/3-fm-23/78042050-cesar-falletti,Ternana,Uruguay,29,"AMR, AML, AMCAMC",Right,170 CM,65 KG,78042050,"€ 14,230 pw",2024-06-30,12,11,14,13,15,14,7,15,4,3,13,12,3,15,14,14,10,11,11,12,12,16,9,14,4,12,13,10,13,14,14,5,13,13,13,7
6348,Esteban Conde,https://fminside.net/players/3-fm-23/8827212-esteban-conde,Danubio,Uruguay,39,GKGK,Right,187 CM,85 KG,8827212,"€ 1,510 pw",2022-12-31,11,10,14,5,11,11,12,14,12,14,13,13,13,7,14,13,13,14,12,14,8,16,3,11,15,10,13,12,9,13,14,15,10,10,12,8
6349,Bruno Piñatares,https://fminside.net/players/3-fm-23/78017922-bruno-pinatares,Barcelona S.C.,Uruguay,32,"DC, DM, MCDM",Right,183 CM,78 KG,78017922,"€ 4,710 pw",2024-12-31,5,11,8,7,13,8,14,8,8,14,12,13,15,11,16,12,15,14,13,11,12,8,11,7,13,16,8,15,8,10,14,13,14,10,11,16
6350,Diego Rodríguez,https://fminside.net/players/3-fm-23/78035048-diego-rodriguez,Nacional,Uruguay,32,"DM, MCDM",Right,170 CM,71 KG,78035048,"€ 5,540 pw",2023-06-30,10,10,6,6,11,11,8,10,2,15,12,7,15,10,15,12,16,13,14,12,14,7,14,8,13,15,9,14,11,10,14,7,15,11,13,14
6351,Guillermo De Amores,https://fminside.net/players/3-fm-23/78043791-guillermo-de-amores,Gijón,Uruguay,27,GKGK,Right,186 CM,67 KG,78043791,"€ 5,370 pw",2026-12-31,10,12,12,5,10,12,9,13,9,14,14,12,14,8,12,11,12,13,12,14,9,9,8,13,13,9,13,12,14,12,13,5,12,12,11,6
6352,Renzo López,https://fminside.net/players/3-fm-23/78048433-renzo-lopez,Al-Batin,Uruguay,28,STST,Right,192 CM,89 KG,78048433,"€ 4,930 pw",2025-12-31,9,12,13,12,12,9,14,12,6,9,12,14,8,12,11,12,13,11,11,12,12,8,9,13,12,13,11,10,10,12,13,16,12,12,13,14
6353,Junior Arias,https://fminside.net/players/3-fm-23/78063525-junior-arias,The Strongest,Uruguay,29,STST,Right,170 CM,64 KG,78063525,"€ 1,610 pw",2023-12-31,8,11,11,12,10,9,13,11,7,8,12,14,10,12,15,9,15,11,14,10,12,7,8,15,12,13,11,15,14,13,14,10,14,12,14,14
6354,Gonzalo Carneiro,https://fminside.net/players/3-fm-23/78078563-gonzalo-carneiro,Cruz Azul,Uruguay,26,STST,Left,191 CM,81 KG,78078563,"€ 1,490 pw",2025-06-30,10,12,14,13,15,13,11,12,8,10,12,14,12,15,14,12,9,9,8,10,6,14,8,13,7,11,12,10,12,13,14,15,9,13,15,10
6355,Diego García,https://fminside.net/players/3-fm-23/78078881-diego-garcia,Emelec,Uruguay,25,"ML, AMCAMC",Right,168 CM,64 KG,78078881,"€ 4,710 pw",2027-12-31,13,13,14,10,14,12,8,12,13,8,13,11,5,14,14,12,11,9,14,12,13,14,12,14,12,12,13,11,14,13,11,6,12,12,11,7
6356,Armando Méndez,https://fminside.net/players/3-fm-23/78084652-armando-mendez,Newell's Old Boys,Uruguay,26,"DR, MR, MLDR, MR",Right,176 CM,78 KG,78084652,"€ 5,240 pw",2024-12-31,9,12,11,9,10,8,4,9,16,13,12,9,14,11,14,12,14,10,12,11,14,8,9,13,12,12,9,15,13,12,15,11,14,12,13,16
6357,Bruno Veglio,https://fminside.net/players/3-fm-23/78095205-bruno-veglio,Wanderers,Uruguay,24,"DM, MCDM, MC",Right,166 CM,62 KG,78095205,"€ 2,300 pw",2023-12-31,11,12,13,13,13,11,6,15,4,12,14,9,10,14,13,14,13,10,13,12,5,11,13,12,9,12,12,15,14,15,9,7,13,11,13,4
6358,Emanuel Hernández,https://fminside.net/players/3-fm-23/78097325-emanuel-hernandez,Sarmiento,Uruguay,24,DCDC,Right,190 CM,73 KG,78097325,"€ 2,050 pw",2025-12-31,3,4,8,5,9,4,15,7,7,13,10,4,14,9,8,14,14,11,14,14,6,7,13,6,13,14,3,15,12,10,12,15,8,12,8,14
6359,Alexander Machado,https://fminside.net/players/3-fm-23/78099292-alexander-machado,Boston River,Uruguay,20,"AMR, AML, STAML, ST",Left,181 CM,80 KG,78099292,€ 780 pw,2025-12-31,11,12,12,13,13,11,14,13,11,9,12,7,8,14,11,11,10,9,8,9,9,13,10,13,10,11,11,9,14,14,12,10,12,12,12,9
6360,Thiago Borbas,https://fminside.net/players/3-fm-23/78102818-thiago-borbas,Bragantino,Uruguay,20,STST,Right,181 CM,69 KG,78102818,"€ 1,230 pw",2027-12-31,7,12,13,13,13,12,15,10,7,8,12,14,7,13,9,12,10,10,11,11,13,13,8,12,9,13,12,10,14,12,15,12,13,13,13,10
6361,Sebastián Guerrero,https://fminside.net/players/3-fm-23/78106290-sebastian-guerrero,M.C. Torque,Uruguay,21,STST,Right,172 CM,70 KG,78106290,€ 810 pw,2024-12-31,11,13,12,13,12,11,13,11,6,11,11,9,8,13,14,13,12,8,9,9,13,12,13,14,12,9,10,14,15,14,9,9,14,12,13,12
6362,Juan Arango,https://fminside.net/players/3-fm-23/5300022-juan-arango,Miami Sun FC,Venezuela,42,"ML, AML, AMCAML, AMC",Left,179 CM,74 KG,5300022,0000-00-00,74.5,14,18,10,13,17,17,10,16,7,5,17,13,7,16,8,15,9,17,9,15,8,19,8,11,8,13,15,7,10,11,7,8,11,10,10,8
6363,Maurice Cova,https://fminside.net/players/3-fm-23/86011564-maurice-cova,Deportivo Táchira,Venezuela,29,"MC, AMCAMC",Right,173 CM,59 KG,86011564,"€ 1,490 pw",2023-12-31,14,13,11,8,14,17,5,13,7,5,14,12,8,15,11,13,10,13,12,13,12,13,6,11,8,14,15,12,12,13,12,6,10,12,11,10
6364,Edson Castillo,https://fminside.net/players/3-fm-23/86016363-edson-castillo,Monagas S.C.,Venezuela,28,"DM, MCDM, MC",Right,180 CM,82 KG,86016363,"€ 3,840 pw",2023-12-31,6,8,12,8,13,8,13,9,12,10,12,7,13,11,13,13,14,12,13,14,11,11,16,12,12,12,12,12,13,11,12,10,14,13,14,12
6365,José Contreras,https://fminside.net/players/3-fm-23/86016652-jose-contreras,Águilas Doradas,Venezuela,27,GKGK,Right,189 CM,86 KG,86016652,"€ 4,860 pw",2023-12-31,14,12,12,5,10,12,12,12,10,5,13,10,12,8,12,14,12,12,12,14,8,12,7,13,11,9,12,11,13,10,15,12,10,12,12,4
6366,Emir Sahiti,https://fminside.net/players/3-fm-23/47064790-emir-sahiti,Hajduk Split,Kosovo,23,"ML, AMR, AML, AMCAML",Right,174 CM,65 KG,47064790,"€ 6,710 pw",2026-05-31,13,13,14,12,12,8,6,10,7,6,11,9,7,12,13,13,11,12,11,9,14,14,7,13,6,8,11,13,14,16,9,8,14,14,13,8
6367,Loret Sadiku,https://fminside.net/players/3-fm-23/93014199-loret-sadiku,Hammarby IF,Kosovo,30,"DC, DM, MCDM, MC",Right,180 CM,67 KG,93014199,"€ 3,730 pw",2024-12-31,8,10,8,6,12,8,12,8,5,13,13,7,14,11,12,13,14,12,13,14,13,7,10,8,14,14,11,14,12,11,14,10,14,12,14,10
6368,Risto Radunovic,https://fminside.net/players/3-fm-23/62054709-risto-radunovic,FCSB,Montenegro,30,DLDL,Left,183 CM,77 KG,62054709,"€ 3,150 pw",2023-06-30,13,13,7,5,13,12,9,8,11,12,11,15,13,8,11,13,15,12,12,12,10,7,15,13,14,12,11,13,10,11,13,12,12,13,13,14
6369,Mehdi Zeffane,https://fminside.net/players/3-fm-23/29114944-mehdi-zeffane,Clermont,Algeria,30,"DR, WBRDR",Right,176 CM,78 KG,29114944,"€ 4,760 pw",2024-06-30,7,11,11,6,11,6,11,13,11,12,12,6,12,12,12,14,11,10,11,11,14,9,8,12,12,13,9,13,15,13,13,8,16,14,14,10
6370,Mohamed Amoura,https://fminside.net/players/3-fm-23/2000069643-mohamed-amoura,FC Lugano,Algeria,22,"AML, STST",Right,169 CM,0 KG,2000069643,"€ 5,370 pw",2025-06-30,8,10,14,13,14,9,5,11,5,4,12,11,7,14,9,11,10,13,11,12,13,16,7,14,6,12,11,13,15,16,11,4,13,15,12,6
6371,Núrio,https://fminside.net/players/3-fm-23/55067813-nurio,AA Gent,Angola,27,"DL, WBLDL",Left,178 CM,72 KG,55067813,"€ 16,500 pw",2024-06-30,5,13,12,7,12,8,10,9,12,12,12,9,14,13,15,13,14,13,14,12,12,13,12,12,12,13,9,14,14,12,12,8,13,14,13,10
6372,Samson Akinyoola,https://fminside.net/players/3-fm-23/63037886-samson-akinyoola,Zamalek,Benin,22,STST,Right,173 CM,78 KG,63037886,"€ 6,840 pw",2025-07-31,5,11,12,14,11,7,12,8,5,5,10,13,5,13,10,12,11,12,11,13,15,15,15,14,7,15,13,14,13,12,12,7,18,13,14,13
6373,Cyrille Bayala,https://fminside.net/players/3-fm-23/13139364-cyrille-bayala,Ajaccio,Burkina Faso,26,"AMR, AMLAMR",Right,181 CM,68 KG,13139364,"€ 5,620 pw",2023-06-30,8,11,12,10,13,8,8,12,5,6,11,10,5,13,6,11,11,11,12,10,9,12,7,13,6,12,11,13,14,14,11,10,14,15,14,11
6374,Issa Kaboré,https://fminside.net/players/3-fm-23/13196665-issa-kabore,Marseille,Burkina Faso,21,"DR, WBRDR",Right,180 CM,70 KG,13196665,"€ 11,600 pw",2025-06-30,10,11,12,10,12,7,8,8,8,11,12,10,11,12,14,12,12,12,12,12,14,13,8,14,11,10,9,10,16,13,8,8,12,16,12,12
6375,Collins Fai,https://fminside.net/players/3-fm-23/13112672-collins-fai,Al-Tai,Cameroon,29,"DR, DL, WBRDR",Right,165 CM,72 KG,13112672,"€ 10,000 pw",2024-06-30,9,15,12,7,8,6,4,6,10,9,12,7,12,12,17,10,15,12,10,8,18,12,8,15,9,14,7,16,15,14,15,5,14,15,14,9
6376,Jean-Armel Kana-Biyik,https://fminside.net/players/3-fm-23/34011545-jean-armel-kana-biyik,,Cameroon,33,DCDC,Right,183 CM,90 KG,34011545,66.9,66.9,4,8,10,6,10,5,14,5,8,13,11,6,14,9,12,13,15,10,12,12,11,7,12,9,14,12,8,12,12,12,14,13,15,14,12,15
6377,Yan Eteki,https://fminside.net/players/3-fm-23/67193102-yan-eteki,Cartagena,Cameroon,24,"DM, MCDM, MC",Right,182 CM,75 KG,67193102,"€ 3,010 pw",2025-06-30,6,6,10,7,11,4,12,6,5,14,12,5,15,12,11,14,12,11,13,12,15,9,10,10,15,16,11,15,13,10,11,11,13,12,14,14
6378,James Léa Siliki,https://fminside.net/players/3-fm-23/85128158-james-lea-siliki,Estoril Praia,Cameroon,26,"MC, MLMC",Left,183 CM,73 KG,85128158,"€ 3,500 pw",2025-06-30,11,12,12,9,12,8,9,11,6,10,14,7,12,14,11,12,8,11,13,12,11,12,10,11,12,10,14,12,14,14,12,12,13,12,14,11
6379,Nuno Da Costa,https://fminside.net/players/3-fm-23/48037370-nuno-da-costa,AJ Auxerre,Cape Verde Islands,31,"AMC, STST",Right,182 CM,70 KG,48037370,"€ 5,760 pw",2024-06-30,10,7,13,12,13,6,13,12,5,8,10,14,6,13,11,11,13,12,11,12,11,8,8,12,8,7,10,12,14,13,14,13,13,15,13,13
6380,Bébé,https://fminside.net/players/3-fm-23/55023086-bebe,Zaragoza,Cape Verde Islands,31,"AMR, AMLAMR, AML",Right,190 CM,78 KG,55023086,"€ 3,355,200","€ 3,270 pw",10,11,13,11,12,13,10,15,8,4,12,13,7,14,10,8,8,7,7,9,14,17,5,13,7,9,8,13,15,12,11,15,15,14,14,15
6381,Hildeberto Pereira,https://fminside.net/players/3-fm-23/55070273-hildeberto-pereira,Kunshan,Cape Verde Islands,26,"DR, WBR, MR, AMR, AML, STAMR, AML",Right,177 CM,77 KG,55070273,"€ 6,150 pw",2023-12-31,6,9,13,10,11,6,10,8,8,6,10,10,9,11,16,13,14,11,10,9,16,12,6,10,8,12,8,12,13,12,11,9,12,14,12,15
